608,-18,1
424,-48,32
600,-38,15
527,-25,-9
479,-71,41
597,-9,2
540,-44,23
600,-65,-30
432,-58,63
571,22,-13
502,-76,10
570,-31,12
479,-66,28
511,-72,10
505,-26,22
574,-23,8
521,-60,4
471,-38,-2
545,-41,13
489,-18,14
544,-68,10
477,-39,8
520,-26,18
530,-82,18
552,-36,50
554,-53,35
454,-62,20
563,-14,23
525,-80,23
550,-55,28
583,-29,12
515,-85,18
497,-21,34
545,-69,3
425,-33,78
558,-56,32
561,-4,30
556,-9,51
571,-58,0
460,-37,52
490,-23,18
430,-31,51
607,-65,2
529,-68,56
507,-19,49
484,-74,36
589,-62,18
490,-80,26
595,-81,38
491,-78,16
516,-55,65
538,-49,1
495,-31,18
506,-87,28
538,-16,44
562,-80,38
709,-100,10
352,-17,35
631,-42,-11
551,-13,21
488,-81,43
511,-92,42
563,-23,14
512,-51,54
553,-72,10
511,-24,6
480,-71,60
586,-17,-5
472,-71,26
566,-32,3
545,-55,26
526,-59,-2
405,-41,40
655,-46,-35
564,-46,20
487,-64,6
563,-56,30
513,-71,28
582,-45,0
513,-60,37
556,-49,29
544,-61,46
481,-59,13
447,-69,60
535,-57,8
554,-68,22
499,-64,32
533,-42,-4
574,-30,26
484,-27,18
527,-49,64
411,-51,53
667,-67,-4
525,-55,50
544,-88,41
486,-55,51
696,-80,10
365,-42,51
637,-71,9
538,-59,33
458,-56,72
559,-63,28
496,-73,2
470,-8,41
600,-81,26
455,-30,30
574,-100,56
545,-34,12
436,-62,5
547,-50,46
534,-72,33
560,-69,5
506,-30,29
461,-111,32
578,-53,27
547,-61,46
520,-72,29
592,-37,25
558,-70,50
471,-49,51
544,-68,31
589,-58,15
497,-73,64
563,-80,23
484,-76,55
526,-58,44
570,-53,-12
431,-57,84
531,-72,24
541,-39,19
451,-84,56
573,-48,12
450,-85,32
545,-44,19
490,-33,44
514,-76,18
470,3,8
561,-63,16
504,-33,24
491,-43,39
591,-60,24
506,-56,47
549,-41,8
491,-47,46
631,-99,4
425,-32,49
424,-3,25
621,-99,-11
441,-33,46
599,-72,6
404,-16,31
597,-89,13
475,-37,35
575,-57,33
505,-43,4
443,-48,39
585,-53,24
578,-62,19
383,-62,34
695,-63,-7
365,-49,71
572,-75,-7
484,-34,40
461,-81,53
582,-68,21
467,-60,42
626,-75,12
405,-72,59
616,-28,23
570,-115,17
495,-15,21
554,-58,21
556,-75,23
598,-33,-6
443,-58,40
533,-53,20
542,-45,55
461,-61,37
581,-42,27
593,-76,3
437,-65,42
558,-60,20
445,-54,68
485,-36,8
652,-69,-12
355,-47,91
648,-52,-10
528,-68,35
493,-34,27
544,-47,26
475,-58,51
585,-57,19
560,-57,30
430,-31,26
798,-65,-30
262,-30,78
559,-23,1
458,-60,33
538,-49,21
494,-37,13
661,-70,31
377,-38,33
555,-76,22
380,-52,67
668,-100,1
427,-20,38
622,-92,-2
482,-80,38
531,-67,49
507,-41,25
508,-37,30
516,-65,33
541,-46,34
572,-82,10
522,-44,45
511,-61,8
559,-68,75
439,-59,75
589,-61,-5
399,-42,69
628,-50,3
569,-81,36
508,-59,39
515,-57,2
528,-47,71
482,-73,27
602,-42,14
387,-50,64
617,-3,1
475,-112,46
535,-24,23
486,-73,45
584,-39,49
503,-47,36
509,-57,17
551,5,41
494,-90,44
525,-41,18
498,-72,24
523,-86,17
528,-43,37
494,-77,18
502,-13,58
516,-88,63
569,-45,8
515,-115,45
577,-22,31
563,-95,24
520,-58,44
480,-47,24
517,-42,46
511,-91,41
516,-40,31
553,-62,24
542,-31,4
494,-66,79
555,-29,5
516,-46,20
462,-23,47
692,-66,-18
374,-32,55
673,-1,14
496,-75,50
530,-40,5
534,-60,31
572,-53,45
495,-40,31
594,-106,9
481,-5,56
578,-82,35
534,-57,25
526,-52,3
519,-64,19
519,-60,81
554,-53,6
532,-69,50
542,-23,28
492,-27,56
502,-60,27
615,-32,13
421,-68,33
536,-27,41
467,-54,37
611,-41,30
431,-76,49
558,-40,29
506,-40,22
517,-30,60
553,-104,25
505,-28,21
525,-65,43
500,-48,38
575,-50,24
427,-20,54
576,-46,32
464,-57,35
582,-59,13
579,-42,48
489,-34,34
600,-70,21
461,-44,57
415,-66,62
585,-38,8
494,-55,54
562,-31,24
553,-75,33
458,-19,45
621,-92,-2
484,-38,50
549,-37,47
559,-71,22
434,-29,45
567,-89,28
478,-53,70
560,-65,33
474,-28,38
543,-55,22
564,-36,18
471,-15,58
547,-47,23
520,-30,39
502,-52,29
554,-54,59
444,-64,46
548,3,30
529,-71,31
538,-44,22
535,-57,26
513,4,59
565,-68,27
476,-27,37
571,-70,22
507,-36,42
510,-33,43
543,-59,12
527,-29,51
479,-43,63
581,-64,17
475,-42,43
563,-17,22
538,-69,57
420,-45,36
635,-51,18
517,-45,57
536,-34,39
527,-76,59
557,-40,52
501,-45,40
554,-42,27
467,-24,71
580,-41,33
439,-30,76
582,-39,12
488,-25,64
569,-53,34
500,9,58
579,-56,30
460,0,69
542,-21,39
527,-29,50
555,-40,22
486,-15,42
610,-71,7
482,-21,19
480,-40,63
610,-70,6
462,-60,59
526,-59,28
556,-43,49
494,-46,55
580,-64,12
623,-66,16
471,-59,49
560,-46,29
527,-55,50
543,-38,51
505,-15,43
523,-76,49
563,-20,55
611,-104,15
444,-26,38
571,-36,45
